rule,wolfram_class,best_affine,perturbation_magnitude,perturbation_weight,perturbation_coherence,is_affine,g_entropy,g_entropy_std,g_corr_length
236,0,C,1,0.125,0.7142857142857143,False,0.0,0.0,0.0
237,0,1,2,0.25,0.4285714285714286,False,0.0,0.0,0.0
238,0,1,2,0.25,0.5714285714285714,False,0.0,0.0,0.0
239,1,1,1,0.125,0.7142857142857143,False,0.0,0.0,0.0
240,0,L,0,0.0,0.0,True,0.0,0.0,0.0
241,0,L,1,0.125,0.8571428571428572,False,0.5040150429043069,0.12969687881694525,1.8333333333333333
242,0,L,1,0.125,0.7142857142857143,False,0.4105796608449218,0.05743907508242365,1.0
243,0,1,2,0.25,0.7142857142857143,False,0.8900653547391358,0.0684025054516422,1.7666666666666666
244,0,L,1,0.125,0.7142857142857143,False,0.7040134579595141,0.06545257120087074,1.0
245,0,1,2,0.25,0.4285714285714286,False,0.9369607696513037,0.0430283926540839,1.0
246,0,1,2,0.25,0.5714285714285714,False,0.6109469618214168,0.032643565218480046,1.0
247,1,1,1,0.125,0.7142857142857143,False,0.9438259438213386,0.06299422595864175,1.9666666666666666
248,0,L,1,0.125,0.7142857142857143,False,0.0,0.0,0.0
249,0,1,2,0.25,0.7142857142857143,False,0.0,0.0,0.0
250,1,1,2,0.25,0.5714285714285714,False,0.0,0.0,0.0
251,0,1,1,0.125,0.7142857142857143,False,0.0,0.0,0.0
252,1,1,2,0.25,0.8571428571428572,False,0.0,0.0,0.0
253,1,1,1,0.125,0.7142857142857143,False,0.0,0.0,0.0
254,1,1,1,0.125,0.8571428571428572,False,0.0,0.0,0.0
255,1,1,0,0.0,0.0,True,0.0,0.0,0.0
